abnormal_subdomain,nb_external_redirection,longest_words_raw,longest_word_host,phish_hints,suspecious_tld,dns_record,status
0,0,10,8,0,0,0,legitimate
0,0,8,8,0,0,0,legitimate
0,0,13,9,0,0,0,legitimate
0,0,10,10,1,0,0,phishing
0,0,9,9,0,0,0,legitimate
0,0,10,7,0,0,0,legitimate
0,0,10,10,2,0,0,phishing
0,0,13,13,1,0,0,phishing
0,0,18,18,0,0,0,phishing
0,0,8,8,0,0,0,legitimate
0,0,17,17,0,0,0,phishing
0,0,9,9,0,0,0,legitimate
0,0,16,16,0,0,0,phishing
0,0,14,14,1,0,0,phishing
0,0,11,11,0,0,0,phishing
0,0,14,7,0,0,0,legitimate
0,0,9,9,0,0,0,legitimate
0,0,32,15,3,0,0,phishing
0,0,22,4,0,0,0,legitimate
0,0,15,15,0,0,0,legitimate
0,0,12,12,0,0,0,legitimate
0,0,17,17,3,0,0,phishing
0,0,13,13,1,0,0,legitimate
0,0,15,15,0,0,0,legitimate
0,0,110,7,0,0,0,phishing
0,0,17,17,0,0,0,legitimate
0,0,8,3,3,0,0,phishing
0,0,6,6,0,0,0,legitimate
0,0,14,8,0,0,0,legitimate
0,0,6,6,0,0,0,legitimate
0,0,4,4,0,0,0,legitimate
0,0,4,4,0,0,0,legitimate
0,0,8,8,0,0,0,phishing
0,0,11,11,0,0,0,legitimate
0,0,13,13,0,0,0,phishing
0,0,11,7,0,0,0,legitimate
0,0,7,3,0,0,0,phishing
0,0,7,6,0,0,0,phishing
0,0,13,13,0,0,0,phishing
0,0,10,10,0,0,0,legitimate
0,0,15,13,0,0,0,phishing
1,1,10,3,3,0,1,phishing
0,0,12,12,0,0,0,legitimate
0,0,13,13,0,0,0,legitimate
0,0,9,7,0,0,0,phishing
0,0,9,9,0,0,0,legitimate
0,0,13,12,0,0,0,phishing
0,0,11,11,0,0,0,legitimate
0,0,7,7,0,0,0,legitimate
0,0,32,11,1,0,0,phishing
0,0,8,8,0,0,0,legitimate
0,0,12,12,0,0,0,legitimate
0,0,15,4,0,0,0,phishing
0,0,13,13,0,0,0,phishing
0,0,14,14,0,0,0,phishing
0,0,33,6,1,0,0,phishing
0,0,32,14,0,0,0,phishing
0,0,11,11,0,0,0,phishing
0,0,16,8,2,0,0,phishing
0,0,17,13,0,0,0,phishing
0,0,44,12,0,0,0,phishing
0,0,7,7,1,0,0,phishing
0,0,12,9,0,0,0,legitimate
0,0,7,7,3,0,0,phishing
0,0,13,13,0,0,0,legitimate
0,0,5,4,1,0,0,phishing
0,0,9,8,0,0,0,legitimate
0,0,10,10,0,0,0,legitimate
0,0,12,12,0,0,0,legitimate
0,0,6,6,0,0,0,phishing
0,0,16,16,0,0,0,phishing
0,0,15,15,0,0,0,legitimate
0,0,8,8,0,0,0,legitimate
0,0,19,3,1,0,0,phishing
0,0,11,11,0,0,0,legitimate
0,0,10,10,1,0,0,phishing
0,0,5,5,0,0,0,legitimate
0,0,9,3,0,0,0,legitimate
0,0,11,11,0,0,0,legitimate
0,0,6,6,0,0,0,phishing
0,0,15,15,0,0,0,legitimate
0,0,5,5,0,0,0,phishing
0,0,8,7,0,0,0,legitimate
0,0,13,13,0,0,0,legitimate
0,0,23,17,3,0,0,phishing
0,0,17,17,0,0,0,phishing
0,0,10,9,0,0,0,legitimate
0,0,9,9,0,0,0,legitimate
0,0,6,6,0,0,0,legitimate
0,0,10,5,1,1,0,phishing
0,0,3,3,0,0,0,legitimate
0,0,10,10,0,0,0,legitimate
0,0,34,8,1,0,0,phishing
0,0,9,9,0,0,0,phishing
0,0,14,14,2,0,0,legitimate
0,0,7,7,0,0,0,legitimate
0,0,9,9,0,0,0,phishing
0,0,9,8,0,0,0,legitimate
0,0,7,7,0,0,0,legitimate
0,0,10,10,0,0,0,legitimate
0,0,6,3,0,0,0,legitimate
0,0,32,7,0,0,0,phishing
0,0,9,9,2,0,0,phishing
0,0,18,18,0,0,0,phishing
0,0,9,9,0,0,0,legitimate
0,0,8,5,0,0,0,legitimate
0,0,12,12,0,0,0,legitimate
0,0,18,13,0,0,1,phishing
0,0,11,11,0,0,0,phishing
0,0,30,30,0,0,0,phishing
0,0,15,7,0,0,0,legitimate
0,0,6,6,0,0,0,legitimate
0,0,65,15,1,0,0,phishing
0,0,19,7,1,0,0,phishing
0,0,7,7,0,0,0,phishing
0,0,5,5,0,0,0,phishing
0,0,14,14,0,0,0,phishing
0,0,22,22,0,0,0,phishing
0,0,13,13,0,0,0,phishing
0,0,9,7,1,0,0,phishing
0,0,15,15,0,0,0,phishing
0,0,40,6,0,0,0,phishing
0,0,9,9,0,0,0,legitimate
0,0,88,19,0,0,0,phishing
0,0,14,14,0,0,0,phishing
0,0,8,8,2,0,0,phishing
0,0,12,10,0,0,0,phishing
0,0,9,9,0,0,0,phishing
0,0,13,9,0,0,0,legitimate
0,0,7,7,3,0,0,phishing
0,0,10,10,0,0,0,phishing
0,0,13,13,0,0,0,legitimate
0,0,5,4,0,0,0,legitimate
0,0,15,4,0,0,0,phishing
0,0,8,7,0,0,0,legitimate
1,0,7,3,0,0,1,phishing
0,0,10,10,0,0,0,legitimate
0,0,15,15,0,0,0,legitimate
0,0,10,10,0,0,0,legitimate
0,0,7,7,0,0,0,legitimate
0,0,11,11,0,0,0,phishing
0,0,12,12,0,0,0,phishing
0,0,9,9,2,0,0,phishing
0,0,9,9,0,0,0,phishing
0,0,4,4,0,0,0,legitimate
0,0,22,7,0,0,0,legitimate
0,0,17,13,0,0,0,phishing
0,0,9,9,0,0,0,legitimate
0,0,9,9,0,0,0,legitimate
0,0,13,13,0,0,0,legitimate
0,0,7,7,0,0,0,legitimate
0,0,9,9,2,0,0,legitimate
0,0,17,13,0,0,0,phishing
0,0,8,3,0,0,0,legitimate
0,0,32,11,3,0,0,phishing
0,0,15,15,0,0,0,legitimate
0,0,32,7,0,0,0,phishing
0,0,9,8,0,0,0,legitimate
0,0,9,9,0,0,0,legitimate
0,0,7,4,0,0,0,legitimate
0,0,6,4,0,0,0,phishing
0,0,8,8,0,0,0,legitimate
0,0,12,12,0,0,0,legitimate
0,0,6,6,0,0,0,legitimate
0,0,47,12,0,0,0,phishing
0,0,11,11,0,0,0,legitimate
0,0,11,11,0,0,0,legitimate
0,0,11,8,0,0,0,legitimate
0,0,10,7,0,0,0,legitimate
0,0,6,6,0,0,0,legitimate
0,0,6,6,0,0,0,phishing
0,0,7,7,0,0,0,legitimate
0,0,60,60,1,0,0,phishing
0,0,7,3,0,0,0,phishing
0,0,17,17,4,0,0,phishing
0,0,11,11,0,0,0,legitimate
0,0,13,13,0,0,0,legitimate
0,0,7,7,1,0,0,phishing
0,0,10,10,0,0,0,phishing
0,0,12,7,2,0,0,phishing
0,0,15,15,0,0,0,legitimate
0,0,13,12,1,0,0,phishing
0,0,10,10,0,0,0,phishing
0,0,12,12,0,0,0,legitimate
0,0,15,15,0,0,0,phishing
0,0,7,4,0,0,0,legitimate
0,0,10,10,0,0,0,legitimate
0,0,10,10,0,0,0,legitimate
0,0,11,11,0,0,0,legitimate
0,0,10,10,0,0,0,legitimate
0,0,35,35,2,0,0,phishing
0,0,11,3,0,0,0,phishing
0,0,8,8,0,0,0,legitimate
0,0,10,8,0,0,0,legitimate
0,0,14,14,0,0,0,legitimate
0,0,19,19,0,0,0,phishing
0,0,16,16,0,0,0,legitimate
0,0,11,11,0,1,0,phishing
0,0,22,22,0,0,0,legitimate
0,0,9,6,1,0,0,legitimate
0,0,10,9,0,0,0,legitimate
0,0,11,11,0,0,0,legitimate
0,0,16,16,0,0,0,legitimate
0,0,30,6,2,0,0,phishing
0,0,32,21,3,0,0,phishing
0,0,6,6,0,0,0,legitimate
0,0,9,9,0,0,0,legitimate
1,1,25,3,1,0,1,phishing
0,0,10,10,0,0,0,phishing
0,0,9,9,0,0,0,legitimate
0,0,15,15,0,0,0,phishing
0,0,10,9,0,0,0,legitimate
0,0,46,14,0,0,0,phishing
0,0,27,10,0,0,0,phishing
0,0,14,14,1,0,0,phishing
1,0,75,32,1,0,0,phishing
0,0,17,13,0,0,0,phishing
0,0,7,7,0,0,0,legitimate
0,0,13,6,0,0,0,legitimate
0,0,10,10,0,0,0,legitimate
0,0,32,11,0,0,0,phishing
0,0,24,24,0,0,0,legitimate
0,0,32,19,0,0,0,phishing
0,0,10,10,0,0,0,legitimate
0,0,13,13,0,0,0,legitimate
0,0,14,14,0,0,0,legitimate
0,0,12,12,0,0,0,legitimate
0,0,32,13,0,0,0,phishing
0,0,12,12,0,0,0,legitimate
0,0,5,5,0,0,0,legitimate
0,0,5,5,0,0,0,legitimate
0,0,4,4,0,0,0,legitimate
0,0,14,14,0,0,0,phishing
0,0,13,10,0,0,0,phishing
0,0,11,11,0,0,0,legitimate
0,0,11,11,0,0,0,legitimate
0,0,20,20,0,0,0,phishing
0,0,12,12,5,1,0,phishing
0,0,7,7,0,0,0,phishing
0,0,8,6,1,0,1,phishing
0,0,7,7,0,0,0,phishing
0,0,12,12,3,0,0,phishing
0,0,11,11,0,0,0,phishing
0,0,6,6,0,0,0,phishing
0,0,11,11,0,0,0,legitimate
0,0,18,13,0,0,1,phishing
0,0,17,17,0,0,0,legitimate
0,0,17,17,0,0,0,legitimate
0,0,64,16,5,0,0,phishing
0,0,10,10,0,1,0,phishing
0,0,15,15,0,0,0,legitimate
0,0,5,5,0,0,0,legitimate
0,0,32,19,0,0,0,phishing
0,0,8,8,0,0,0,legitimate
0,0,8,8,0,0,0,legitimate
0,0,8,8,0,0,0,legitimate
0,0,10,9,0,0,0,phishing
0,0,8,8,0,0,0,legitimate
0,0,13,4,0,0,0,legitimate
0,0,6,6,0,0,0,legitimate
0,0,12,12,0,0,0,phishing
0,0,11,11,1,0,0,phishing
0,0,8,8,0,0,0,phishing
0,0,16,16,0,0,0,legitimate
0,0,8,7,0,0,0,legitimate
0,0,9,9,0,0,0,legitimate
0,0,8,6,0,0,0,phishing
0,0,8,8,0,0,0,legitimate
0,0,13,13,0,0,0,phishing
0,0,14,14,0,0,0,legitimate
0,0,7,7,0,0,0,phishing
0,0,8,8,0,0,0,phishing
0,0,6,5,0,0,0,legitimate
0,0,12,12,0,0,0,phishing
0,0,11,9,0,0,0,legitimate
0,0,9,5,0,0,0,legitimate
0,0,14,9,0,0,0,legitimate
0,0,9,9,0,0,0,legitimate
0,0,11,11,0,0,0,legitimate
0,0,23,23,3,0,0,phishing
0,0,10,10,0,0,0,legitimate
0,0,7,6,0,0,0,legitimate
0,0,16,16,0,0,0,legitimate
0,0,12,12,0,0,0,legitimate
0,0,8,7,0,0,0,legitimate
0,0,8,8,0,0,0,phishing
0,0,16,16,0,0,0,phishing
0,0,11,9,1,0,0,legitimate
0,0,8,8,0,0,0,phishing
0,0,46,10,0,0,0,phishing
0,0,16,16,0,0,0,legitimate
0,0,14,14,0,0,0,legitimate
0,0,19,19,0,0,0,legitimate
0,0,7,7,0,0,0,legitimate
0,0,11,11,0,0,0,legitimate
1,0,16,3,1,0,1,phishing
0,0,22,22,0,0,0,phishing
0,0,9,9,0,0,0,phishing
0,0,4,4,0,0,0,legitimate
0,0,10,10,0,0,0,legitimate
0,0,12,7,0,0,0,legitimate
0,0,64,12,3,0,0,phishing
0,0,13,7,2,0,0,phishing
0,0,12,12,0,0,0,legitimate
0,0,24,24,0,0,0,phishing
0,0,43,12,0,0,0,phishing
0,0,34,19,0,0,0,phishing
0,0,16,16,0,0,0,phishing
0,0,11,11,0,0,0,legitimate
0,0,12,12,0,0,0,legitimate
0,0,8,8,0,0,0,legitimate
0,0,14,10,0,0,0,legitimate
0,0,10,10,0,0,0,phishing
0,0,38,5,1,0,0,phishing
0,0,26,15,0,0,0,legitimate
0,0,11,11,0,0,0,phishing
0,0,4,4,0,0,0,legitimate
0,0,16,8,1,0,0,phishing
1,0,11,3,0,0,1,phishing
0,0,21,21,0,0,0,legitimate
1,1,21,3,0,0,1,phishing
0,0,12,12,0,0,1,phishing
0,0,10,10,0,0,1,phishing
0,0,34,6,0,0,0,phishing
0,0,4,4,0,0,0,legitimate
0,0,7,7,0,0,0,phishing
0,0,6,6,0,0,0,legitimate
0,0,10,10,2,0,0,phishing
0,0,16,6,0,0,0,legitimate
0,0,8,6,1,0,0,phishing
0,0,13,13,0,0,0,phishing
0,0,9,9,0,0,0,phishing
1,0,3,3,0,0,1,phishing
0,0,11,11,0,0,0,legitimate
0,0,10,7,0,0,0,legitimate
0,0,8,7,0,0,0,legitimate
0,0,3,1,0,0,0,phishing
0,0,10,10,0,0,0,legitimate
0,0,8,7,0,0,0,phishing
0,0,10,9,0,0,0,legitimate
0,0,6,6,1,0,0,phishing
0,0,19,19,0,0,0,phishing
0,0,11,7,0,0,0,legitimate
0,0,11,11,0,0,0,legitimate
0,0,8,8,0,0,0,phishing
0,0,7,7,0,0,0,legitimate
0,0,8,8,0,0,0,legitimate
0,0,7,7,0,0,0,legitimate
0,0,10,10,0,0,0,legitimate
0,0,17,13,0,0,0,phishing
0,0,7,7,0,0,0,phishing
0,0,11,11,0,0,0,legitimate
0,0,11,11,0,0,0,legitimate
0,0,8,8,0,0,0,legitimate
0,0,8,8,0,0,0,legitimate
0,0,13,13,1,0,0,legitimate
0,0,9,9,0,0,0,phishing
0,0,11,11,0,0,0,legitimate
0,0,9,9,0,0,0,phishing
0,0,11,11,0,0,0,legitimate
0,0,17,13,0,0,0,phishing
0,0,15,15,0,0,0,phishing
0,0,9,9,0,0,0,phishing
0,0,9,9,1,0,0,legitimate
0,0,17,17,0,0,0,legitimate
0,0,10,10,0,0,0,legitimate
0,0,9,9,0,0,0,phishing
0,0,24,24,0,0,0,legitimate
0,0,8,6,0,0,0,legitimate
0,0,231,5,0,0,0,phishing
0,0,14,14,0,0,0,phishing
0,0,14,14,0,0,0,legitimate
0,0,8,8,0,0,0,phishing
0,0,11,11,0,0,0,legitimate
0,0,10,10,0,0,0,legitimate
0,0,6,6,0,0,0,legitimate
0,0,13,13,0,0,0,legitimate
0,0,46,11,2,0,0,phishing
0,0,47,12,1,0,0,phishing
0,0,25,25,0,0,0,legitimate
0,0,11,2,1,0,0,phishing
0,0,9,9,0,0,0,phishing
0,0,11,5,0,0,0,legitimate
0,0,17,13,0,0,0,phishing
0,0,12,7,0,0,0,phishing
0,0,17,13,0,0,0,phishing
0,0,12,12,0,0,0,legitimate
1,0,32,20,0,0,0,phishing
0,0,17,17,0,0,0,legitimate
0,0,11,9,0,0,0,legitimate
0,0,8,8,0,0,0,legitimate
0,0,7,7,0,0,0,legitimate
0,0,13,13,0,0,0,legitimate
0,0,10,10,0,0,0,legitimate
0,0,11,11,0,0,0,legitimate
0,0,15,13,0,0,0,phishing
0,0,12,12,0,0,0,legitimate
0,0,20,6,0,0,0,phishing
1,1,3,3,0,0,1,phishing
0,0,27,27,0,0,0,legitimate
0,0,10,7,0,0,0,legitimate
0,0,12,12,1,0,0,phishing
0,0,7,7,0,0,0,legitimate
0,0,12,12,0,0,0,legitimate
0,0,10,10,0,0,0,legitimate
1,0,32,20,0,0,0,phishing
0,0,14,14,0,0,0,legitimate
0,0,12,12,0,0,0,legitimate
0,0,5,5,0,0,0,legitimate
0,0,12,5,0,0,0,legitimate
0,0,8,8,1,0,0,legitimate
0,0,21,21,0,0,0,phishing
0,0,16,16,1,0,0,legitimate
0,0,7,7,0,0,0,legitimate
0,0,24,10,0,0,0,legitimate
0,0,11,11,0,0,0,legitimate
0,0,32,8,0,0,0,phishing
0,0,12,12,1,0,0,phishing
0,0,10,10,0,0,0,legitimate
0,0,6,6,1,0,0,phishing
0,0,18,18,0,0,0,legitimate
0,0,14,6,0,0,0,legitimate
0,0,10,5,0,1,0,phishing
0,0,14,12,1,0,0,legitimate
0,0,32,19,0,0,0,phishing
0,0,8,8,0,0,0,legitimate
0,0,14,14,0,0,0,legitimate
0,0,9,9,0,0,0,legitimate
0,0,11,11,0,0,0,phishing
0,0,10,10,0,0,0,legitimate
0,0,16,16,1,0,0,phishing
0,0,14,14,3,0,0,phishing
0,0,64,15,1,0,0,legitimate
0,0,9,5,0,0,0,legitimate
0,0,32,11,3,0,0,phishing
0,0,16,16,0,0,0,legitimate
0,0,12,10,0,0,0,legitimate
0,0,3,3,0,0,0,legitimate
0,0,9,9,0,0,0,legitimate
0,0,12,10,0,0,0,legitimate
0,0,10,4,0,0,0,phishing
0,0,11,11,0,0,0,phishing
0,0,7,7,0,0,0,legitimate
0,0,24,24,2,0,0,phishing
1,1,10,3,3,0,1,phishing
0,0,11,6,0,0,0,phishing
0,0,8,8,0,0,0,phishing
0,0,64,9,0,0,0,phishing
0,0,11,11,1,0,0,phishing
0,0,7,7,0,0,0,legitimate
0,0,9,7,1,0,0,legitimate
0,0,8,4,0,0,0,legitimate
0,0,12,12,0,0,0,legitimate
0,0,8,8,0,0,0,phishing
0,0,11,11,0,0,0,legitimate
0,0,18,18,2,0,0,phishing
0,0,12,3,0,0,1,legitimate
0,0,21,21,0,0,0,legitimate
0,0,9,9,0,0,0,legitimate
0,0,16,16,2,0,0,phishing
0,0,9,8,6,0,0,phishing
0,0,13,13,0,0,0,legitimate
0,0,9,9,0,0,0,legitimate
0,0,6,6,0,0,0,legitimate
0,0,8,8,0,0,0,legitimate
0,0,22,22,0,0,0,phishing
0,0,11,8,0,0,0,legitimate
0,0,33,33,0,0,0,legitimate
0,0,14,14,1,0,0,phishing
0,0,11,3,0,0,0,legitimate
0,0,22,22,0,0,0,legitimate
0,0,11,11,0,0,0,phishing
0,0,12,12,0,0,0,phishing
0,0,22,22,1,1,0,phishing
0,0,10,10,0,0,0,legitimate
0,0,7,7,0,0,0,phishing
0,0,15,15,0,0,0,legitimate
0,0,9,6,0,0,0,legitimate
0,0,10,10,0,0,0,legitimate
0,0,14,14,3,0,0,phishing
0,0,14,14,0,0,0,legitimate
0,0,31,11,2,0,0,phishing
0,0,9,9,0,0,0,legitimate
0,0,15,9,2,0,0,phishing
0,0,9,9,1,0,0,phishing
0,0,13,10,0,0,0,phishing
0,0,13,7,0,0,0,legitimate
0,0,8,8,0,0,0,legitimate
0,0,9,3,0,0,0,legitimate
0,0,5,5,0,0,0,legitimate
0,0,12,12,0,0,0,legitimate
0,0,7,3,0,0,0,phishing
0,0,13,10,0,0,0,legitimate
0,0,17,17,0,0,0,legitimate
0,0,32,19,0,0,0,phishing
0,0,64,15,1,0,0,phishing
0,0,33,6,1,0,0,phishing
0,0,14,14,0,0,0,legitimate
0,0,8,8,0,0,0,legitimate
0,0,15,15,1,0,0,phishing
0,0,10,9,1,0,0,phishing
0,0,27,27,0,0,0,phishing
0,0,7,7,0,0,0,legitimate
0,0,7,7,2,0,0,phishing
0,0,12,12,0,0,0,legitimate
0,0,11,11,0,0,0,phishing
0,0,7,4,0,0,0,legitimate
0,0,15,15,0,0,0,phishing
0,0,19,19,0,0,0,phishing
0,0,17,13,0,0,0,phishing
0,0,11,11,0,0,0,legitimate
0,0,15,9,0,0,0,legitimate
0,0,53,39,0,0,0,phishing
0,0,11,10,0,0,0,legitimate
0,0,5,5,0,0,0,legitimate
0,0,10,10,0,0,0,phishing
0,0,9,9,0,0,0,legitimate
0,0,11,11,1,0,0,phishing
0,0,9,9,0,0,0,legitimate
0,0,13,13,0,0,0,legitimate
0,0,9,8,0,0,0,legitimate
0,0,9,9,0,0,0,legitimate
0,0,8,8,0,0,0,legitimate
0,0,6,6,0,0,0,phishing
0,0,13,13,0,0,0,phishing
0,0,8,8,0,0,0,legitimate
0,0,4,4,0,0,0,phishing
0,0,32,19,0,0,0,phishing
0,0,13,13,0,0,0,phishing
0,0,9,9,3,0,0,phishing
0,0,32,11,3,0,0,phishing
0,0,10,10,0,0,0,phishing
0,0,9,9,0,0,0,legitimate
0,0,12,12,0,0,0,phishing
0,0,10,10,0,0,0,phishing
0,0,12,6,0,0,0,legitimate
0,0,12,12,0,0,0,legitimate
0,0,7,7,0,0,0,phishing
0,0,18,18,0,0,0,phishing
0,0,13,13,0,0,0,legitimate
0,0,12,12,0,0,0,phishing
0,0,7,5,2,0,0,phishing
0,0,9,9,0,0,0,legitimate
0,0,9,9,0,0,0,legitimate
0,0,14,14,0,0,0,phishing
0,0,11,11,0,0,0,phishing
0,0,8,8,4,0,0,phishing
0,0,9,9,0,1,0,legitimate
0,0,12,12,0,0,0,legitimate
0,0,10,10,1,0,0,phishing
0,0,11,11,0,0,0,phishing
0,0,15,15,0,0,0,legitimate
0,0,8,8,0,0,1,phishing
0,0,6,6,0,0,0,legitimate
0,0,32,7,0,0,0,phishing
0,0,10,10,0,0,0,legitimate
0,0,14,14,1,0,0,phishing
0,0,8,7,0,0,0,legitimate
0,0,17,17,0,0,0,legitimate
0,0,32,19,0,0,0,phishing
0,0,11,11,2,0,0,phishing
0,0,14,14,0,0,0,phishing
0,0,9,9,0,0,0,phishing
0,0,10,8,0,0,0,legitimate
0,0,8,8,0,0,0,legitimate
0,0,32,7,0,0,0,phishing
0,0,12,12,0,0,1,phishing
0,0,12,5,0,0,0,legitimate
0,0,20,20,0,0,0,phishing
0,0,12,9,0,0,0,legitimate
0,0,6,1,0,0,0,phishing
0,0,17,13,0,0,0,phishing
0,0,5,5,0,0,0,legitimate
0,0,20,6,0,0,0,legitimate
0,0,12,12,0,0,0,legitimate
0,0,13,13,0,0,0,legitimate
1,0,5,5,0,0,0,phishing
0,0,10,6,0,0,0,legitimate
0,0,20,13,4,0,0,phishing
0,0,8,8,0,0,0,legitimate
0,0,17,13,0,0,0,phishing
0,0,9,9,0,0,0,legitimate
0,0,11,11,0,0,0,phishing
0,0,14,3,0,0,0,phishing
0,0,18,18,0,0,0,legitimate
0,0,10,8,0,0,0,legitimate
1,0,14,14,0,0,0,phishing
0,0,7,7,0,0,0,legitimate
0,0,8,8,0,0,0,legitimate
0,0,10,10,0,0,0,legitimate
0,0,32,3,0,0,0,phishing
1,1,10,3,3,0,1,phishing
0,0,7,7,0,0,0,legitimate
0,0,9,9,1,0,0,legitimate
0,0,7,7,0,0,0,phishing
0,0,8,8,0,0,0,phishing
0,0,11,4,0,0,0,phishing
0,0,17,17,0,0,0,phishing
0,0,17,17,0,0,0,phishing
0,0,13,13,0,0,0,legitimate
0,0,10,10,0,0,0,legitimate
0,0,14,4,0,0,0,phishing
0,0,6,6,0,0,0,legitimate
0,0,20,20,0,1,0,phishing
0,0,6,6,0,0,0,legitimate
0,0,11,11,0,0,0,legitimate
0,0,10,10,0,0,0,legitimate
0,0,24,24,1,0,0,phishing
0,0,9,9,0,0,0,phishing
0,0,16,16,0,0,0,legitimate
0,0,8,8,0,0,0,phishing
0,0,5,5,0,0,0,legitimate
0,0,10,4,0,0,0,legitimate
0,0,5,5,0,0,0,legitimate
0,0,30,16,2,0,0,phishing
0,0,5,5,0,0,0,legitimate
0,0,14,8,2,0,0,phishing
0,0,9,9,0,0,0,phishing
0,0,36,36,1,0,0,phishing
0,0,8,8,0,0,0,legitimate
0,0,11,11,0,0,0,legitimate
0,0,11,11,0,0,0,legitimate
0,0,14,14,0,0,0,legitimate
0,0,25,25,0,0,0,legitimate
0,0,10,10,0,0,0,phishing
0,0,10,10,1,1,0,phishing
0,0,29,16,1,0,0,phishing
0,0,11,5,1,0,0,phishing
0,0,15,15,0,0,0,phishing
0,0,6,6,0,0,0,phishing
0,0,32,3,0,0,0,phishing
0,0,9,9,0,0,0,legitimate
0,0,10,9,0,0,0,legitimate
0,0,32,19,0,0,0,phishing
0,0,12,12,0,0,0,phishing
0,0,17,13,0,0,0,phishing
0,0,17,13,0,0,0,phishing
0,0,10,7,0,0,0,legitimate
0,0,12,12,0,0,0,legitimate
0,0,17,17,0,0,0,legitimate
0,0,9,9,0,0,0,legitimate
0,0,10,9,0,0,0,legitimate
0,0,12,12,0,0,0,legitimate
0,0,200,8,1,0,0,phishing
0,0,18,11,2,0,0,phishing
0,0,8,4,0,0,0,legitimate
0,0,9,9,0,0,0,legitimate
0,0,12,12,0,0,0,phishing
0,0,9,5,4,0,0,phishing
0,0,7,7,0,0,0,phishing
0,0,11,8,0,0,0,phishing
0,0,5,5,0,0,0,legitimate
0,0,16,16,0,0,0,legitimate
0,0,18,18,0,0,0,legitimate
0,0,7,5,0,0,0,legitimate
0,0,22,14,1,0,0,phishing
0,0,9,9,0,0,0,legitimate
0,0,12,4,0,0,0,phishing
0,0,7,4,0,0,0,legitimate
0,0,14,14,0,0,0,phishing
0,0,21,21,2,0,0,phishing
0,0,15,15,0,0,0,phishing
0,0,7,5,0,0,0,legitimate
0,0,18,13,0,0,1,phishing
0,0,9,9,0,0,0,phishing
0,0,8,8,0,0,0,legitimate
0,0,7,7,0,0,0,legitimate
0,0,15,15,0,0,0,legitimate
0,0,8,7,0,0,0,legitimate
0,0,22,6,1,0,0,phishing
0,0,9,9,0,0,0,legitimate
0,0,12,12,0,0,0,legitimate
0,0,13,13,0,0,0,legitimate
0,0,10,10,0,0,0,phishing
0,0,10,10,0,0,0,phishing
0,0,8,5,0,0,0,legitimate
0,0,5,5,0,0,0,phishing
0,0,231,5,0,0,0,phishing
0,0,13,13,0,0,0,phishing
0,0,12,12,0,0,0,legitimate
0,0,3,3,0,0,0,legitimate
0,0,8,8,0,0,0,legitimate
